"horas_estudio","promedio","tiempo_sin_redes","revision_dia","horas_sueno","contenido","satisfaccion_academica","satisfaccion_social","universidad","red_social_usada"
3,14,15,0,8,"Información (noticias , actualidad)","4","5","Pública","Instagram"
8,14,3,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
12,15,5,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
11,NA,3,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
6,13,5,12,5,"Educación (contenido académico)","4","2","Pública","Instagram"
4,17.7,1.5,20,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
6,13,3,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
3,13,1,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
5,15,8,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","1","Privada","Whatsapp"
6,12,4,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
4,NA,4,0,6,"Educación (contenido académico)","5","4","Privada","Whatsapp"
6,17.4,10,0,6,"Educación (contenido académico)","5","3","Privada","Tiktok"
5,16,3,7,6,"Educación (contenido académico)","4","3","Privada","Whatsapp"
2,15,5,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Instagram"
3.3,18,2,15,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
4,18,1.5,12,7,"Educación (contenido académico)","4","5","Privada","Whatsapp"
6,15,1,12,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
2.5,16,NA,3,7,"Educación (contenido académico)","2","2","Privada","Instagram"
3,17,12,2,7,"Información (noticias , actualidad)","3","3","Privada","Discord"
2,16,8,2,8,"Información (noticias , actualidad)","3","5","Privada","Instagram"
1.5,NA,2,5,7,"Información (noticias , actualidad)","2","3","Privada","Whatsapp"
2,14,2,5,7,"Socializar","3","4","Privada","Tiktok"
5,16,5,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
3,14,10,5,6,"Información (noticias , actualidad)","5","5","Privada","Facebook / meta"
6,15,4,5,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
1,13.6,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
3,18,5,0,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
8,16.5,1,25,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
2,16.2,3,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
4,14,8,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Privada","Instagram"
5,16.55,6,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
4,17.5,4,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
4,12,3,6,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
3,17,2,9,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
4,13,2,9,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
7,15.53,8,1,4,"Educación (contenido académico)","4","3","Privada","Whatsapp"
7,14.8,4,6,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Instagram"
3,17.56,8,2,7,"Socializar","4","5","Privada","Whatsapp"
5,16,2,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
14,13.8,NA,6,7,"Socializar","3","3","Privada","Tiktok"
2,14,5,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
2,NA,8,9,7,"Socializar","3","2","Privada","Instagram"
3.5,15.7,2.5,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Instagram"
6,NA,10,7,8,"Socializar","3","3","Privada","Whatsapp"
2,17.5,3,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
2,15,6,6,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Instagram"
5,17,10,0,6,"Educación (contenido académico)","5","4","Privada","Whatsapp"
1,13.9,1,15,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
3,15,1,4,5,"Información (noticias , actualidad)","3","2","Privada","Instagram"
8,13,NA,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Privada","Whatsapp"
4,15,4,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
4,14,2,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
9,17,3,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
3,14,4,2,7,"Socializar","3","4","Privada","Whatsapp"
4.5,16.6,2.5,20,7,"Socializar","3","4","Privada","Whatsapp"
8,16,5,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Tiktok"
1,15,5,6,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
4,15.5,4,8,6,"Información (noticias , actualidad)","4","5","Privada","Tiktok"
7,14,2,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
2,14.3,1,4,5,"Información (noticias , actualidad)","3","4","Pública","Whatsapp"
3,17.05,6,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
3,14,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2,12,7,3,6,"Educación (contenido académico)","3","3","Privada","Whatsapp"
3,NA,6,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
4,NA,2,5,5,"Información (noticias , actualidad)","3","4","Privada","Whatsapp"
7,15,7,3,6,"Socializar","4","4","Privada","Linkedin"
2,15.6,0.5,2,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
12,15.2,3,12,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
4,13.3,8,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Whatsapp"
5,15,2,8,5,"Educación (contenido académico)","5","5","Pública","Instagram"
3,17,5,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
3,15.85,3,5,7,"Educación (contenido académico)","3","2","Privada","Tiktok"
4,16,NA,1,7,"Socializar","4","4","Privada","Whatsapp"
1.5,15.5,4,8,6.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
8,14.7,3,15,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
1.5,18.6,5,1,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
5,15,5,5,8,"Información (noticias , actualidad)","4","5","Pública","Whatsapp"
4,15.3,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
6,14,2,9,6,"Educación (contenido académico)","4","5","Privada","Whatsapp"
6,14,5,5,6,"Información (noticias , actualidad)","2","4","Pública","Whatsapp"
4,16.3,3,10,8,"Educación (contenido académico)","4","3","Pública","Tiktok"
1,15.5,2,30,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
6,16.7,3,20,8,"Educación (contenido académico)","2","3","Pública","Instagram"
6,14,2,20,6,"Educación (contenido académico)","4","5","Privada","Whatsapp"
5,NA,8,2,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Whatsapp"
7,17,5,5,7,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
15,14,2,4,8,"Información (noticias , actualidad)","4","4","Privada","Instagram"
6,15.45,1.5,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Tiktok"
3.2,13.2,2.3,2,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","1","Privada","Instagram"
3,15,2,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Tiktok"
3,12.5,2,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Tiktok"
1,18,2,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Privada","Tiktok"
2,16.5,1.5,30,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
6.5,17.54,NA,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
5,16.7,7,4,6,"Educación (contenido académico)","3","4","Privada","Whatsapp"
4,12,5,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
2,18,6,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
4,13.56,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
3,15.33,4,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Discord"
2,16.75,2,12,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
5,18.5,1,100,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
6,12.7,3,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
2,14,NA,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
5,14,2,40,6,"Educación (contenido académico)","3","3","Privada","Whatsapp"
2,15,3,7,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","X (Twitter)"
3,16.5,1,3,6,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
7,16,3,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
6,16.4,3,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Pública","Whatsapp"
2.5,14,1,26,8,"Educación (contenido académico)","3","3","Privada","Instagram"
1,14.5,4,1,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Otro"
4,17.02,3,7,8,"Socializar","4","4","Privada","Whatsapp"
3,15,6,3,7,"Socializar","4","5","Privada","X (Twitter)"
2.5,13,2,15,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
2,NA,4,10,7,"Socializar","4","5","Pública","Whatsapp"
2,NA,3,14,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Instagram"
2,NA,5,15,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","X (Twitter)"
1,16,2,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Pública","Tiktok"
7,NA,1,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
1,15.9,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Tiktok"
3,16,1,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Instagram"
6,NA,4,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","X (Twitter)"
10,14,5.5,15,7,"Información (noticias , actualidad)","2","4","Privada","Whatsapp"
3,16,3,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
4,17,3,50,7,"Información (noticias , actualidad)","3","5","Pública","Whatsapp"
3,16,2,100,7,"Información (noticias , actualidad)","3","4","Pública","Whatsapp"
5,6,1,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
5,16.9,1,30,4,"Educación (contenido académico)","2","2","Pública","Facebook / meta"
5,15,4,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Privada","Tiktok"
4,NA,2,8,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Whatsapp"
3,15,1,1,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)",NA,"1","Pública","Whatsapp"
4,17.5,15,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
4,15.4,2,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Tiktok"
4,16,1,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Tiktok"
5,17,4,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
7,16,3,2,6,"Educación (contenido académico)","4","5","Pública","Instagram"
1.3,NA,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
10,17,3.5,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
2,NA,2,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
2,11,2,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Pública","Whatsapp"
2,15.97,5,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Instagram"
10,16,6,3,4,"Educación (contenido académico)","4","5","Privada","Whatsapp"
4,14,NA,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
4,14.5,3,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
5.5,NA,4,25,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Instagram"
3.5,14,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
2,14,1,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
2,NA,10,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
3,13.8,2,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
1,13.5,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
1,15,NA,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
6,14.2,2,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Tiktok"
5,15,2,7,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Tiktok"
2.5,13,1.5,10,7,"Socializar","4","4","Privada","Whatsapp"
1.5,NA,4,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
1.5,17,6,2,8,"Información (noticias , actualidad)","5","5","Privada","Instagram"
1.5,12,4,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","2","Privada","Facebook / meta"
13,14.5,2,7,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
5,13.25,2,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
4,17,8,4,6,"Socializar","3","3","Privada","Otro"
5,19,NA,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
5,NA,2,10,6,"Socializar","4","3","Pública","Instagram"
4,14.3,1,100,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
3,13,5,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
14,15.3,5,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
15,NA,1,30,3,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Instagram"
2,15,4,3,8,"Información (noticias , actualidad)","3","2","Privada","X (Twitter)"
5,13.5,2,20,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2,14.1,2,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
6,15.3,2,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
3,14.2,6,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
8,15,2,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","3","Privada","Tiktok"
1,17.29,3,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","X (Twitter)"
2,13.5,1,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
3,14,3,2,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
2.5,13,8,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","X (Twitter)"
4,20,5.3,69,6.9,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","1","Pública","Otro"
4,14,5,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
8,15,3,6,4,"Educación (contenido académico)","3","3","Privada","Whatsapp"
6,12.5,5,1,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
5,12,2,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Whatsapp"
6,13,4,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
7.5,16,2,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
6,13,1,12,7,"Educación (contenido académico)","2","4","Pública","Tiktok"
2,NA,2,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Tiktok"
4,12.88,5,3,6,"Socializar","4","5","Privada","Tiktok"
2.5,NA,9,15,4,"Educación (contenido académico)","5","5","Privada","Whatsapp"
3,17,5.3,10,4,"Educación (contenido académico)","4","4","Privada","Whatsapp"
5,15,6,3,6,"Información (noticias , actualidad)","3","1","Privada","Whatsapp"
2.5,13,NA,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Whatsapp"
5,12,3,10,6,"Socializar","3","2","Pública","Whatsapp"
4,11,8,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Tiktok"
3,17,3,0,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Discord"
1,18.5,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
4,14,NA,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
6,16,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
6,16,4,6,8,"Educación (contenido académico)","3","3","Privada","Tiktok"
1.6,16,8,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","X (Twitter)"
4,15.5,6,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Instagram"
4,14,3,NA,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
5,15,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","X (Twitter)"
4,12,3,15,6,"Socializar","3","3","Pública","Whatsapp"
1,NA,3,5,7,"Socializar","4","4","Privada","Instagram"
5,15,4,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
6,NA,4,7,5,"Educación (contenido académico)","5","4","Privada","Instagram"
2.7,16,5.3,7,8,"Información (noticias , actualidad)","3","5","Privada","Whatsapp"
3,19,4,15,7,"Educación (contenido académico)","5","3","Privada","Whatsapp"
3.5,NA,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","X (Twitter)"
3,14.57,1,30,4,"Socializar","2","5","Privada","Whatsapp"
6,13,3,1,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
3,15,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
5,17.6,1.5,15,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","3","Privada","X (Twitter)"
3,15.49,4,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
4,15.6,1,15,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
2,15,1.5,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Otro"
8,11,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
1.8,12,2,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Facebook / meta"
7,14,4,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
2,15,5,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
4,13.87,2,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
4,14.5,12,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Instagram"
6,12,5,6,6,"Educación (contenido académico)","4","3","Privada","Whatsapp"
1,14,1.5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","X (Twitter)"
4,11,4,48,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Instagram"
4,17.9,1.5,6,6,"Información (noticias , actualidad)","4","1","Privada","Tiktok"
7,NA,4,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
4.2,13.95,5,4,7.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
3,13,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
2,15,3,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
2,14,4,10,6,"Información (noticias , actualidad)","4","3","Privada","Whatsapp"
5,15,3,5,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
3,14.5,2,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
4,15,3,10,6,"Socializar","3","4","Privada","X (Twitter)"
2.5,15.86,2,20,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
8,18,4,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)",NA,"5","Privada","Instagram"
2,14.7,4,20,5,"Información (noticias , actualidad)","3","4","Privada","Whatsapp"
3.5,14,2,8,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Facebook / meta"
3.15,13,5.15,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","4","Privada","Tiktok"
1,15,1.5,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
2,10,4,7,7.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","X (Twitter)"
4,15.5,5,1,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
3,15,3,6,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
1.5,15,3,5,8,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
3,17,5,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
1,16,3,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","1","Privada","Whatsapp"
4,NA,NA,30,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
4.5,14,4,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
5.5,13,1.5,30,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
8,14.3,1,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Privada","Tiktok"
2.5,14,8,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","X (Twitter)"
2,15,2,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
1,7,3,8,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","3","Privada","Whatsapp"
5,19,3,4,7,"Información (noticias , actualidad)","5","5","Privada","Instagram"
2,13.82,7,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","X (Twitter)"
3,12,4,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2.5,15.4,1,30,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
1,NA,10,5,7,"Educación (contenido académico)","5","5","Privada","Tiktok"
2,14.65,2,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
4,9.9,8,8,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","2","Pública","Whatsapp"
4,12,0,20,5,"Socializar","3","4","Privada","Whatsapp"
3,17,6,3,5,"Socializar","4","4","Privada","Whatsapp"
8,15,6,4,4,"Educación (contenido académico)","4","4","Privada","Instagram"
3.8,8.98,1,10,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Tiktok"
3,NA,1.5,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
6,NA,4,4,6,"Información (noticias , actualidad)","3","3","Privada","Facebook / meta"
4,13,4,100,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Tiktok"
1,16,1,4,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Tiktok"
2,15,3,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Discord"
3,13,4,4,5,"Información (noticias , actualidad)","3","3","Privada","Tiktok"
2.5,15,5,2,7,"Educación (contenido académico)","5","5","Privada","Whatsapp"
3,15,3,3,4,"Información (noticias , actualidad)","3","3","Privada","Facebook / meta"
5,17.5,5,15,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
7,NA,1.3,34,6,"Educación (contenido académico)","3","4","Pública","Whatsapp"
3.5,13,2.5,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Whatsapp"
2,NA,3,5,8,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
8,NA,1.7,3,7,"Educación (contenido académico)","4","4","Privada","Tiktok"
3.5,NA,6,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
5,16,2,3,6,"Información (noticias , actualidad)","4","5","Privada","Whatsapp"
6,17,6,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
1.7,18,2.3,1,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
4,13.87,NA,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","2","Privada","Whatsapp"
2.5,NA,NA,23,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","X (Twitter)"
